"Program Area","Project County Code","Project Number","Project Name","Project Street","Project Address Line2","Project City","Project State","Project Zip","Billing Year","Amount Billed","Amount Paid","Pending Amount Due"
"Condominium Project","23","PR74169","VILLA JARDIN I CONDO","5513 NE MIAMI PLACE","","MIAMI","FL","33137","2025","56","61.6","0"
"Condominium Project","23","PR74169","VILLA JARDIN I CONDO","5513 NE MIAMI PLACE","","MIAMI","FL","33137","2026","56","56","0"
"Condominium Project","60","PR1X017297","VILLA LAC-BEAU OF IBIS ISLE","2195 IBIS ISLE ROAD","","PALM BEACH","FL","334805316","2022","32","32","0"
"Condominium Project","60","PR1X017297","VILLA LAC-BEAU OF IBIS ISLE","2195 IBIS ISLE ROAD","","PALM BEACH","FL","334805316","2024","32","32","0"
"Condominium Project","60","PR1X017297","VILLA LAC-BEAU OF IBIS ISLE","2195 IBIS ISLE ROAD","","PALM BEACH","FL","334805316","2026","32","32","0"
"Condominium Project","60","PR1X017297","VILLA LAC-BEAU OF IBIS ISLE","2195 IBIS ISLE ROAD","","PALM BEACH","FL","334805316","2025","32","32","0"
"Condominium Project","60","PR1X017297","VILLA LAC-BEAU OF IBIS ISLE","2195 IBIS ISLE ROAD","","PALM BEACH","FL","334805316","2023","32","32","0"
"Condominium Project","16","PR1S003357","VILLA LAGO","815 S.E. 19TH AVENUE","","DEERFIELD BEACH","FL","334415019","2024","40","44","0"
"Condominium Project","16","PR1S003357","VILLA LAGO","815 S.E. 19TH AVENUE","","DEERFIELD BEACH","FL","334415019","2026","40","40","0"
"Condominium Project","16","PR1S003357","VILLA LAGO","815 S.E. 19TH AVENUE","","DEERFIELD BEACH","FL","334415019","2025","40","40","0"
"Condominium Project","16","PR1S003357","VILLA LAGO","815 S.E. 19TH AVENUE","","DEERFIELD BEACH","FL","334415019","2023","40","40","0"
"Condominium Project","16","PR1S003357","VILLA LAGO","815 S.E. 19TH AVENUE","","DEERFIELD BEACH","FL","334415019","2022","40","40","0"
"Condominium Project","16","PR71716","VILLA LAGO CONDO APARTMENTS","3910 CRYSTAL LAKE DRIVE","","POMPANO BEACH","FL","33064","2022","56","61.6","0"
"Condominium Project","16","PR71716","VILLA LAGO CONDO APARTMENTS","3910 CRYSTAL LAKE DRIVE","","POMPANO BEACH","FL","33064","2023","56","67.76","0"
"Condominium Project","16","PR71716","VILLA LAGO CONDO APARTMENTS","3910 CRYSTAL LAKE DRIVE","","POMPANO BEACH","FL","33064","2024","56","74.54","0"
"Condominium Project","16","PR71716","VILLA LAGO CONDO APARTMENTS","3910 CRYSTAL LAKE DRIVE","","POMPANO BEACH","FL","33064","2025","56","0","61.6"
"Condominium Project","16","PR71716","VILLA LAGO CONDO APARTMENTS","3910 CRYSTAL LAKE DRIVE","","POMPANO BEACH","FL","33064","2026","","",""
"Condominium Project","23","PR77047","VILLA LAURA CONDO","3050 NW 21 AVE","","MIAMI","FL","33142","2022","40","0","66.46"
"Condominium Project","23","PR77047","VILLA LAURA CONDO","3050 NW 21 AVE","","MIAMI","FL","33142","2023","40","0","68.27"
"Condominium Project","23","PR77047","VILLA LAURA CONDO","3050 NW 21 AVE","","MIAMI","FL","33142","2024","40","0","69.77"
"Condominium Project","23","PR77047","VILLA LAURA CONDO","3050 NW 21 AVE","","MIAMI","FL","33142","2025","40","0","70.89"
"Condominium Project","23","PR77047","VILLA LAURA CONDO","3050 NW 21 AVE","","MIAMI","FL","33142","2026","40","315.39","-275.39"
"Condominium Project","68","PR1P005885","VILLA LE GRAND, A CONDO","LESLIE LANE","","VENICE","FL","33595","2026","308","308","0"
"Condominium Project","68","PR1P005885","VILLA LE GRAND, A CONDO","LESLIE LANE","","VENICE","FL","33595","2025","308","308","0"
"Condominium Project","68","PR1P005885","VILLA LE GRAND, A CONDO","LESLIE LANE","","VENICE","FL","33595","2024","308","308","0"
"Condominium Project","68","PR1P005885","VILLA LE GRAND, A CONDO","LESLIE LANE","","VENICE","FL","33595","2022","308","308","0"
"Condominium Project","68","PR1P005885","VILLA LE GRAND, A CONDO","LESLIE LANE","","VENICE","FL","33595","2023","308","308","0"
"Condominium Project","46","PR1S018425","VILLA LISA","1911 S.E. 40TH TERRACE","","CAPE CORAL","FL","33904","2022","64","64","0"
"Condominium Project","46","PR1S018425","VILLA LISA","1911 S.E. 40TH TERRACE","","CAPE CORAL","FL","33904","2023","64","64","0"
"Condominium Project","46","PR1S018425","VILLA LISA","1911 S.E. 40TH TERRACE","","CAPE CORAL","FL","33904","2024","64","64","0"
"Condominium Project","46","PR1S018425","VILLA LISA","1911 S.E. 40TH TERRACE","","CAPE CORAL","FL","33904","2025","64","64","0"
"Condominium Project","46","PR1S018425","VILLA LISA","1911 S.E. 40TH TERRACE","","CAPE CORAL","FL","33904","2026","64","64","0"
"Condominium Project","60","PR69829","VILLA LOFTS CONDO","1617 NORTH FLAGLER DRIVE","","WEST PALM BEACH","FL","33407","2022","152","152","0"
"Condominium Project","60","PR69829","VILLA LOFTS CONDO","1617 NORTH FLAGLER DRIVE","","WEST PALM BEACH","FL","33407","2023","152","152","0"
"Condominium Project","60","PR69829","VILLA LOFTS CONDO","1617 NORTH FLAGLER DRIVE","","WEST PALM BEACH","FL","33407","2024","152","152","0"
"Condominium Project","60","PR69829","VILLA LOFTS CONDO","1617 NORTH FLAGLER DRIVE","","WEST PALM BEACH","FL","33407","2025","152","152","0"
"Condominium Project","60","PR69829","VILLA LOFTS CONDO","1617 NORTH FLAGLER DRIVE","","WEST PALM BEACH","FL","33407","2026","152","152","0"
"Condominium Project","23","PR69490","VILLA LUCCA CONDO","1025-1045 MICHIGAN AVE","","MIAMI BEACH","FL","33139","2022","60","60","0"
"Condominium Project","23","PR69490","VILLA LUCCA CONDO","1025-1045 MICHIGAN AVE","","MIAMI BEACH","FL","33139","2023","60","60","0"
"Condominium Project","23","PR69490","VILLA LUCCA CONDO","1025-1045 MICHIGAN AVE","","MIAMI BEACH","FL","33139","2024","60","60","0"
"Condominium Project","23","PR69490","VILLA LUCCA CONDO","1025-1045 MICHIGAN AVE","","MIAMI BEACH","FL","33139","2025","60","60","0"
"Condominium Project","23","PR69490","VILLA LUCCA CONDO","1025-1045 MICHIGAN AVE","","MIAMI BEACH","FL","33139","2026","60","60","0"
"Condominium Project","23","PR70348","VILLA LUCCA SOUTH, A CONDO","1011 MICHIGAN AVE & 935-945 10TH ST","","MIAMI BEACH","FL","33139","2022","44","44","0"
"Condominium Project","23","PR70348","VILLA LUCCA SOUTH, A CONDO","1011 MICHIGAN AVE & 935-945 10TH ST","","MIAMI BEACH","FL","33139","2023","44","44","0"
"Condominium Project","23","PR70348","VILLA LUCCA SOUTH, A CONDO","1011 MICHIGAN AVE & 935-945 10TH ST","","MIAMI BEACH","FL","33139","2024","44","44","0"
"Condominium Project","23","PR70348","VILLA LUCCA SOUTH, A CONDO","1011 MICHIGAN AVE & 935-945 10TH ST","","MIAMI BEACH","FL","33139","2025","44","44","0"
"Condominium Project","23","PR70348","VILLA LUCCA SOUTH, A CONDO","1011 MICHIGAN AVE & 935-945 10TH ST","","MIAMI BEACH","FL","33139","2026","44","44","0"
"Condominium Project","23","PR1V024404","VILLA LUISA, A CONDO","6175 WEST 20TH AVENUE","","HIALEAH","FL","33012","2024","180","180","0"
"Condominium Project","23","PR1V024404","VILLA LUISA, A CONDO","6175 WEST 20TH AVENUE","","HIALEAH","FL","33012","2022","180","180","0"
"Condominium Project","23","PR1V024404","VILLA LUISA, A CONDO","6175 WEST 20TH AVENUE","","HIALEAH","FL","33012","2023","180","180","0"
"Condominium Project","23","PR1V024404","VILLA LUISA, A CONDO","6175 WEST 20TH AVENUE","","HIALEAH","FL","33012","2026","180","180","0"
"Condominium Project","23","PR1V024404","VILLA LUISA, A CONDO","6175 WEST 20TH AVENUE","","HIALEAH","FL","33012","2025","180","180","0"
"Condominium Project","62","PR1S014422","VILLA MADEIRA CONDO","13720 GULF BOULEVARD","","MADEIRA BEACH","FL","337082549","2026","200","200","0"
"Condominium Project","62","PR1S014422","VILLA MADEIRA CONDO","13720 GULF BOULEVARD","","MADEIRA BEACH","FL","337082549","2025","200","200","0"
"Condominium Project","62","PR1S014422","VILLA MADEIRA CONDO","13720 GULF BOULEVARD","","MADEIRA BEACH","FL","337082549","2024","200","200","0"
"Condominium Project","62","PR1S014422","VILLA MADEIRA CONDO","13720 GULF BOULEVARD","","MADEIRA BEACH","FL","337082549","2022","200","200","0"
"Condominium Project","62","PR1S014422","VILLA MADEIRA CONDO","13720 GULF BOULEVARD","","MADEIRA BEACH","FL","337082549","2023","200","200","0"
"Condominium Project","16","PR1S003010","VILLA MADRID I","10701 ROYAL PALM BOULEVARD","","CORAL SPRINGS","FL","330656884","2025","80","80","0"
"Condominium Project","16","PR1S003010","VILLA MADRID I","10701 ROYAL PALM BOULEVARD","","CORAL SPRINGS","FL","330656884","2026","80","80","0"
"Condominium Project","16","PR1S003010","VILLA MADRID I","10701 ROYAL PALM BOULEVARD","","CORAL SPRINGS","FL","330656884","2023","80","80","0"
"Condominium Project","16","PR1S003010","VILLA MADRID I","10701 ROYAL PALM BOULEVARD","","CORAL SPRINGS","FL","330656884","2024","80","80","0"
"Condominium Project","16","PR1S003010","VILLA MADRID I","10701 ROYAL PALM BOULEVARD","","CORAL SPRINGS","FL","330656884","2022","80","80","0"
"Condominium Project","16","PR1S003011","VILLA MADRID II","11131 ROYAL PALM BLVD","","CORAL SPRINGS","FL","330656894","2022","80","80","0"
"Condominium Project","16","PR1S003011","VILLA MADRID II","11131 ROYAL PALM BLVD","","CORAL SPRINGS","FL","330656894","2024","80","96.8","0"
"Condominium Project","16","PR1S003011","VILLA MADRID II","11131 ROYAL PALM BLVD","","CORAL SPRINGS","FL","330656894","2023","80","88","0"
"Condominium Project","16","PR1S003011","VILLA MADRID II","11131 ROYAL PALM BLVD","","CORAL SPRINGS","FL","330656894","2026","80","80","0"
"Condominium Project","16","PR1S003011","VILLA MADRID II","11131 ROYAL PALM BLVD","","CORAL SPRINGS","FL","330656894","2025","80","80","0"
"Condominium Project","60","PR1S009422","VILLA MAGNA CONDO","2727 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","334871837","2022","372","372","0"
"Condominium Project","60","PR1S009422","VILLA MAGNA CONDO","2727 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","334871837","2024","372","372","0"
"Condominium Project","60","PR1S009422","VILLA MAGNA CONDO","2727 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","334871837","2023","372","372","0"
"Condominium Project","60","PR1S009422","VILLA MAGNA CONDO","2727 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","334871837","2026","372","372","0"
"Condominium Project","60","PR1S009422","VILLA MAGNA CONDO","2727 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","334871837","2025","372","372","0"
"Condominium Project","68","PR1P009574","VILLA MAJORCA, A CONDO","MARSH FIELD RD. AT THE MEADOWS","","SARASOTA","FL","33580","2026","120","120","0"
"Condominium Project","68","PR1P009574","VILLA MAJORCA, A CONDO","MARSH FIELD RD. AT THE MEADOWS","","SARASOTA","FL","33580","2025","120","120","0"
"Condominium Project","68","PR1P009574","VILLA MAJORCA, A CONDO","MARSH FIELD RD. AT THE MEADOWS","","SARASOTA","FL","33580","2024","120","120","0"
"Condominium Project","68","PR1P009574","VILLA MAJORCA, A CONDO","MARSH FIELD RD. AT THE MEADOWS","","SARASOTA","FL","33580","2022","120","120","0"
"Condominium Project","68","PR1P009574","VILLA MAJORCA, A CONDO","MARSH FIELD RD. AT THE MEADOWS","","SARASOTA","FL","33580","2023","120","120","0"
"Condominium Project","26","PR1S010865","VILLA MANILA, A CONDO","15 17TH AVENUE NORTH","","JACKSONVILLE","FL","322507436","2024","44","44","0"
"Condominium Project","26","PR1S010865","VILLA MANILA, A CONDO","15 17TH AVENUE NORTH","","JACKSONVILLE","FL","322507436","2022","44","44","0"
"Condominium Project","26","PR1S010865","VILLA MANILA, A CONDO","15 17TH AVENUE NORTH","","JACKSONVILLE","FL","322507436","2023","44","44","0"
"Condominium Project","26","PR1S010865","VILLA MANILA, A CONDO","15 17TH AVENUE NORTH","","JACKSONVILLE","FL","322507436","2025","44","44","0"
"Condominium Project","26","PR1S010865","VILLA MANILA, A CONDO","15 17TH AVENUE NORTH","","JACKSONVILLE","FL","322507436","2026","44","44","0"
"Condominium Project","18","PR1P019528","VILLA MANOR, A CONDO","RAMPART BOULEVARD","","PORT CHARLOTTE","FL","33952","2025","276","276","0"
"Condominium Project","18","PR1P019528","VILLA MANOR, A CONDO","RAMPART BOULEVARD","","PORT CHARLOTTE","FL","33952","2026","276","276","0"
"Condominium Project","18","PR1P019528","VILLA MANOR, A CONDO","RAMPART BOULEVARD","","PORT CHARLOTTE","FL","33952","2024","276","276","0"
"Condominium Project","18","PR1P019528","VILLA MANOR, A CONDO","RAMPART BOULEVARD","","PORT CHARLOTTE","FL","33952","2023","276","276","0"
"Condominium Project","18","PR1P019528","VILLA MANOR, A CONDO","RAMPART BOULEVARD","","PORT CHARLOTTE","FL","33952","2022","276","276","0"
"Condominium Project","16","PR1V004437","VILLA MANORS CONDO","2720 N.E. 8TH AVENUE","","WILTON MANORS","FL","333342528","2022","72","72","0"
"Condominium Project","16","PR1V004437","VILLA MANORS CONDO","2720 N.E. 8TH AVENUE","","WILTON MANORS","FL","333342528","2024","72","72","0"
"Condominium Project","16","PR1V004437","VILLA MANORS CONDO","2720 N.E. 8TH AVENUE","","WILTON MANORS","FL","333342528","2025","72","72","0"
"Condominium Project","16","PR1V004437","VILLA MANORS CONDO","2720 N.E. 8TH AVENUE","","WILTON MANORS","FL","333342528","2026","72","72","0"
"Condominium Project","16","PR1V004437","VILLA MANORS CONDO","2720 N.E. 8TH AVENUE","","WILTON MANORS","FL","333342528","2023","72","72","0"
"Condominium Project","16","PR1S017903","VILLA MAR","4140 WOODSIDE DRIVE","","CORAL SPRINGS","FL","330651951","2026","56","56","0"
"Condominium Project","16","PR1S017903","VILLA MAR","4140 WOODSIDE DRIVE","","CORAL SPRINGS","FL","330651951","2025","56","56","0"
"Condominium Project","16","PR1S017903","VILLA MAR","4140 WOODSIDE DRIVE","","CORAL SPRINGS","FL","330651951","2023","56","56","0"
"Condominium Project","16","PR1S017903","VILLA MAR","4140 WOODSIDE DRIVE","","CORAL SPRINGS","FL","330651951","2022","56","56","0"
"Condominium Project","16","PR1S017903","VILLA MAR","4140 WOODSIDE DRIVE","","CORAL SPRINGS","FL","330651951","2024","56","56","0"
"Condominium Project","46","PR77142","VILLA MAR AT BONITA BEACH, A CONDO","26300-430 COCO CAY CIR","","BONITA SPRINGS","FL","34135","2023","232","232","0"
"Condominium Project","46","PR77142","VILLA MAR AT BONITA BEACH, A CONDO","26300-430 COCO CAY CIR","","BONITA SPRINGS","FL","34135","2024","376","376","0"
"Condominium Project","46","PR77142","VILLA MAR AT BONITA BEACH, A CONDO","26300-430 COCO CAY CIR","","BONITA SPRINGS","FL","34135","2025","376","376","0"
"Condominium Project","46","PR77142","VILLA MAR AT BONITA BEACH, A CONDO","26300-430 COCO CAY CIR","","BONITA SPRINGS","FL","34135","2026","376","376","0"
"Condominium Project","60","PR73958","VILLA MARE BEACH AND YACHT CLUB, A CONDO","2519 N OCEAN BLVD & 940 SWEETWATER","","BOCA RATON","FL","33431","2022","","",""
"Condominium Project","60","PR73958","VILLA MARE BEACH AND YACHT CLUB, A CONDO","2519 N OCEAN BLVD & 940 SWEETWATER","","BOCA RATON","FL","33431","2023","","",""
"Condominium Project","60","PR73958","VILLA MARE BEACH AND YACHT CLUB, A CONDO","2519 N OCEAN BLVD & 940 SWEETWATER","","BOCA RATON","FL","33431","2024","","",""
"Condominium Project","60","PR73958","VILLA MARE BEACH AND YACHT CLUB, A CONDO","2519 N OCEAN BLVD & 940 SWEETWATER","","BOCA RATON","FL","33431","2025","","",""
"Condominium Project","60","PR73958","VILLA MARE BEACH AND YACHT CLUB, A CONDO","2519 N OCEAN BLVD & 940 SWEETWATER","","BOCA RATON","FL","33431","2026","","",""
"Condominium Project","60","PR1S021053","VILLA MARE CONDO","3211 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","33487","2025","124","124","0"
"Condominium Project","60","PR1S021053","VILLA MARE CONDO","3211 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","33487","2026","","",""
"Condominium Project","60","PR1S021053","VILLA MARE CONDO","3211 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","33487","2024","124","124","0"
"Condominium Project","60","PR1S021053","VILLA MARE CONDO","3211 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","33487","2023","124","124","0"
"Condominium Project","60","PR1S021053","VILLA MARE CONDO","3211 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","33487","2022","124","124","0"
"Condominium Project","21","PR77523","VILLA MARE CONDO","560 95TH AVE N","","NAPLES","FL","34108","2024","8","0","8.8"
"Condominium Project","21","PR77523","VILLA MARE CONDO","560 95TH AVE N","","NAPLES","FL","34108","2025","0","0","0"
"Condominium Project","21","PR77523","VILLA MARE CONDO","560 95TH AVE N","","NAPLES","FL","34108","2026","","",""
"Condominium Project","68","PR69509","VILLA MARIA, A CONDO","1732 REDWOOD ST","","SARASOTA","FL","34231","2022","32","38.72","0"
"Condominium Project","68","PR69509","VILLA MARIA, A CONDO","1732 REDWOOD ST","","SARASOTA","FL","34231","2023","32","32","0"
"Condominium Project","68","PR69509","VILLA MARIA, A CONDO","1732 REDWOOD ST","","SARASOTA","FL","34231","2024","32","32","0"
"Condominium Project","68","PR69509","VILLA MARIA, A CONDO","1732 REDWOOD ST","","SARASOTA","FL","34231","2025","32","32","0"
"Condominium Project","68","PR69509","VILLA MARIA, A CONDO","1732 REDWOOD ST","","SARASOTA","FL","34231","2026","32","32","0"
"Condominium Project","16","PR1S003646","VILLA MARIE CONDO","3307 N.W. 108TH DRIVE","","CORAL SPRINGS","FL","330653571","2022","60","60","0"
"Condominium Project","16","PR1S003646","VILLA MARIE CONDO","3307 N.W. 108TH DRIVE","","CORAL SPRINGS","FL","330653571","2023","60","60","0"
"Condominium Project","16","PR1S003646","VILLA MARIE CONDO","3307 N.W. 108TH DRIVE","","CORAL SPRINGS","FL","330653571","2024","60","60","0"
"Condominium Project","16","PR1S003646","VILLA MARIE CONDO","3307 N.W. 108TH DRIVE","","CORAL SPRINGS","FL","330653571","2025","60","60","0"
"Condominium Project","16","PR1S003646","VILLA MARIE CONDO","3307 N.W. 108TH DRIVE","","CORAL SPRINGS","FL","330653571","2026","60","66","0"
"Condominium Project","60","PR1S012852","VILLA MARIS, A CONDO, THE","4404 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","334874259","2022","16","16","0"
"Condominium Project","60","PR1S012852","VILLA MARIS, A CONDO, THE","4404 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","334874259","2023","16","16","0"
"Condominium Project","60","PR1S012852","VILLA MARIS, A CONDO, THE","4404 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","334874259","2024","16","17.6","0"
"Condominium Project","60","PR1S012852","VILLA MARIS, A CONDO, THE","4404 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","334874259","2026","16","33.6","-17.6"
"Condominium Project","60","PR1S012852","VILLA MARIS, A CONDO, THE","4404 SOUTH OCEAN BOULEVARD","","HIGHLAND BEACH","FL","334874259","2025","16","0","17.6"
"Condominium Project","58","PR1V003558","VILLA MARQUIS, A CONDO","6005 CURRY FORD ROAD","","ORLANDO","FL","328224277","2022","260","260","0"
"Condominium Project","58","PR1V003558","VILLA MARQUIS, A CONDO","6005 CURRY FORD ROAD","","ORLANDO","FL","328224277","2023","260","260","0"
"Condominium Project","58","PR1V003558","VILLA MARQUIS, A CONDO","6005 CURRY FORD ROAD","","ORLANDO","FL","328224277","2024","260","260","0"
"Condominium Project","58","PR1V003558","VILLA MARQUIS, A CONDO","6005 CURRY FORD ROAD","","ORLANDO","FL","328224277","2026","260","260","0"
"Condominium Project","58","PR1V003558","VILLA MARQUIS, A CONDO","6005 CURRY FORD ROAD","","ORLANDO","FL","328224277","2025","260","260","0"
"Condominium Project","26","PR73398","VILLA MEDICI CONDO","4655 SALISBURY RD","SUITE 200","JACKSONVILLE","FL","32256","2022","1236","1236","0"
"Condominium Project","26","PR73398","VILLA MEDICI CONDO","4655 SALISBURY RD","SUITE 200","JACKSONVILLE","FL","32256","2023","1236","1236","0"
